[INFO][2020-10-30 09:23:59,210][log_factory.py][line:30] ====prog_start==============
[INFO][2020-10-30 09:24:00,946][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-19/2020-09-19/ (127.0.0.1) 18.53ms
[INFO][2020-10-30 09:24:00,956][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-22/2020-10-22/ (127.0.0.1) 27.87ms
[INFO][2020-10-30 09:24:00,959][web.py][line:2246] 200 POST /get_err_before_edit (127.0.0.1) 30.52ms
[INFO][2020-10-30 09:24:00,964][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-27/2020-10-27/ (127.0.0.1) 34.79ms
[INFO][2020-10-30 09:24:00,995][web.py][line:2246] 200 GET /summary_day/11000010004279/2020-09-11/ (127.0.0.1) 65.43ms
[INFO][2020-10-30 09:24:01,071][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000065&day=2020-10-16 (127.0.0.1) 140.55ms
[INFO][2020-10-30 09:24:01,085][web.py][line:2246] 200 GET /vs_gap_summary/11000010016728/2020-10-30/2020-10-30/ (127.0.0.1) 153.87ms
[INFO][2020-10-30 09:24:01,099][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 13.45ms
[INFO][2020-10-30 09:24:01,107][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-30/2020-10-30/ (127.0.0.1) 20.95ms
[INFO][2020-10-30 09:24:01,115][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-19/2020-09-19/ (127.0.0.1) 28.57ms
[INFO][2020-10-30 09:24:01,121][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-22/2020-10-22/ (127.0.0.1) 33.98ms
[INFO][2020-10-30 09:24:01,129][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-27/2020-10-27/ (127.0.0.1) 41.73ms
[INFO][2020-10-30 09:24:01,147][web.py][line:2246] 200 GET /summary_day/11000010004279/2020-09-14/ (127.0.0.1) 59.05ms
[INFO][2020-10-30 09:24:01,228][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000890&day=2020-10-28 (127.0.0.1) 80.08ms
[INFO][2020-10-30 09:24:01,266][web.py][line:2246] 200 GET /vs_gap_summary/11000010016728/2020-10-30/2020-10-30/ (127.0.0.1) 117.49ms
[INFO][2020-10-30 09:24:01,337][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000053&day=2020-10-16 (127.0.0.1) 188.73ms
[INFO][2020-10-30 09:24:01,350][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 200.22ms
[INFO][2020-10-30 09:24:01,363][web.py][line:2246] 200 GET /summary_day/11100010000783/2020-09-23/ (127.0.0.1) 12.19ms
[INFO][2020-10-30 09:24:01,375][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-24/2020-10-24/ (127.0.0.1) 23.24ms
[INFO][2020-10-30 09:24:01,383][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-28/2020-10-28/ (127.0.0.1) 30.58ms
[INFO][2020-10-30 09:24:01,402][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-11/2020-10-11/ (127.0.0.1) 49.51ms
[INFO][2020-10-30 09:24:01,471][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-06/2020-10-06/ (127.0.0.1) 118.38ms
[INFO][2020-10-30 09:24:01,513][web.py][line:2246] 200 GET /summary_day/11100010000890/2020-10-28/ (127.0.0.1) 159.99ms
[INFO][2020-10-30 09:24:01,528][web.py][line:2246] 200 GET /vs_gap_summary/11000010006204/2020-10-30/2020-10-30/ (127.0.0.1) 174.69ms
[INFO][2020-10-30 09:24:01,543][web.py][line:2246] 200 GET /vs_gap_summary/11100010000276/2020-10-30/2020-10-30/ (127.0.0.1) 188.71ms
[INFO][2020-10-30 09:24:01,564][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 19.64ms
[INFO][2020-10-30 09:24:01,581][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-24/2020-10-24/ (127.0.0.1) 36.39ms
[INFO][2020-10-30 09:24:01,587][web.py][line:2246] 200 GET /summary_day/11100010000855/2020-09-23/ (127.0.0.1) 41.41ms
[INFO][2020-10-30 09:24:01,604][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-28/2020-10-28/ (127.0.0.1) 57.85ms
[INFO][2020-10-30 09:24:01,685][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000052&day=2020-10-16 (127.0.0.1) 138.81ms
[INFO][2020-10-30 09:24:01,697][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-11/2020-10-11/ (127.0.0.1) 150.32ms
[INFO][2020-10-30 09:24:01,703][web.py][line:2246] 200 POST /edit_confirm (127.0.0.1) 155.70ms
[INFO][2020-10-30 09:24:01,711][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-06/2020-10-06/ (127.0.0.1) 163.25ms
[INFO][2020-10-30 09:24:01,713][web.py][line:2246] 304 GET /uncheckek_tasks/11000010002977/ (127.0.0.1) 164.90ms
[INFO][2020-10-30 09:24:01,722][web.py][line:2246] 200 GET /vs_gap_summary/11000010006204/2020-10-30/2020-10-30/ (127.0.0.1) 173.48ms
[INFO][2020-10-30 09:24:01,732][web.py][line:2246] 200 GET /vs_gap_summary/11100010000276/2020-10-30/2020-10-30/ (127.0.0.1) 7.68ms
[INFO][2020-10-30 09:24:01,770][web.py][line:2246] 200 GET /summary_day/11100010000872/2020-09-23/ (127.0.0.1) 45.77ms
[INFO][2020-10-30 09:24:01,784][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 58.50ms
[INFO][2020-10-30 09:24:01,793][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-14/2020-10-14/ (127.0.0.1) 67.50ms
[INFO][2020-10-30 09:24:01,800][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-26/2020-09-26/ (127.0.0.1) 74.00ms
[INFO][2020-10-30 09:24:01,905][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000050&day=2020-10-16 (127.0.0.1) 103.70ms
[INFO][2020-10-30 09:24:01,928][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 125.49ms
[INFO][2020-10-30 09:24:01,940][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-08/2020-10-08/ (127.0.0.1) 136.22ms
[INFO][2020-10-30 09:24:01,945][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-14/2020-10-14/ (127.0.0.1) 141.54ms
[INFO][2020-10-30 09:24:01,956][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-26/2020-09-26/ (127.0.0.1) 8.70ms
[INFO][2020-10-30 09:24:01,960][web.py][line:2246] 200 GET /summary_day/11100010000872/2020-09-25/ (127.0.0.1) 12.78ms
[INFO][2020-10-30 09:24:01,971][web.py][line:2246] 200 GET /vs_gap_summary/11100010000495/2020-10-30/2020-10-30/ (127.0.0.1) 22.25ms
[INFO][2020-10-30 09:24:02,267][web.py][line:2246] 200 GET /edit_error_info/11000010002954/1603843200/1603857599/ (127.0.0.1) 317.98ms
[INFO][2020-10-30 09:24:02,335][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000049&day=2020-10-16 (127.0.0.1) 385.84ms
[INFO][2020-10-30 09:24:02,349][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-08/2020-10-08/ (127.0.0.1) 398.47ms
[INFO][2020-10-30 09:24:02,359][web.py][line:2246] 200 GET /summary_day/11100010000876/2020-09-23/ (127.0.0.1) 8.63ms
[INFO][2020-10-30 09:24:02,379][web.py][line:2246] 200 GET /vs_gap_summary/11100010000495/2020-10-30/2020-10-30/ (127.0.0.1) 27.73ms
[INFO][2020-10-30 09:24:02,392][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 41.03ms
[INFO][2020-10-30 09:24:02,438][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-07/2020-10-07/ (127.0.0.1) 86.16ms
[INFO][2020-10-30 09:24:02,449][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-23/2020-09-23/ (127.0.0.1) 96.74ms
[INFO][2020-10-30 09:24:02,462][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-17/2020-10-17/ (127.0.0.1) 109.52ms
[INFO][2020-10-30 09:24:02,544][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000041&day=2020-10-16 (127.0.0.1) 80.66ms
[INFO][2020-10-30 09:24:02,567][web.py][line:2246] 200 GET /summary_day/11100010000904/2020-09-23/ (127.0.0.1) 103.73ms
[INFO][2020-10-30 09:24:02,578][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 113.97ms
[INFO][2020-10-30 09:24:02,588][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-07/2020-10-07/ (127.0.0.1) 123.31ms
[INFO][2020-10-30 09:24:02,597][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-23/2020-09-23/ (127.0.0.1) 132.50ms
[INFO][2020-10-30 09:24:02,629][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-17/2020-10-17/ (127.0.0.1) 30.21ms
[INFO][2020-10-30 09:24:02,635][web.py][line:2246] 200 POST /edit_confirm (127.0.0.1) 34.82ms
[INFO][2020-10-30 09:24:02,662][web.py][line:2246] 200 GET /summary_day/11100010000919/2020-09-23/ (127.0.0.1) 61.31ms
[INFO][2020-10-30 09:24:02,669][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-25/2020-10-25/ (127.0.0.1) 67.63ms
[INFO][2020-10-30 09:24:02,757][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000039&day=2020-10-16 (127.0.0.1) 154.51ms
[INFO][2020-10-30 09:24:02,766][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 8.50ms
[INFO][2020-10-30 09:24:02,774][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-09-24/2020-09-24/ (127.0.0.1) 15.30ms
[INFO][2020-10-30 09:24:02,782][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-25/2020-10-25/ (127.0.0.1) 23.51ms
[INFO][2020-10-30 09:24:03,195][web.py][line:2246] 200 GET /summary_day/11100010001113/2020-09-23/ (127.0.0.1) 435.42ms
[INFO][2020-10-30 09:24:03,201][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-27/2020-10-27/ (127.0.0.1) 441.01ms
[INFO][2020-10-30 09:24:03,215][web.py][line:2246] 200 GET /vs_gap_summary/11100010001151/2020-10-30/2020-10-30/ (127.0.0.1) 454.87ms
[INFO][2020-10-30 09:24:03,231][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 15.04ms
[INFO][2020-10-30 09:24:03,238][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-09-24/2020-09-24/ (127.0.0.1) 21.50ms
[INFO][2020-10-30 09:24:03,319][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000038&day=2020-10-16 (127.0.0.1) 102.10ms
[INFO][2020-10-30 09:24:03,325][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-27/2020-10-27/ (127.0.0.1) 107.37ms
[INFO][2020-10-30 09:24:03,335][web.py][line:2246] 200 GET /vs_gap_summary/11100010001151/2020-10-30/2020-10-30/ (127.0.0.1) 8.68ms
[INFO][2020-10-30 09:24:03,341][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-09-21/2020-09-21/ (127.0.0.1) 14.07ms
[INFO][2020-10-30 09:24:03,355][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-19/2020-10-19/ (127.0.0.1) 28.37ms
[INFO][2020-10-30 09:24:03,362][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 33.97ms
[INFO][2020-10-30 09:24:03,367][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-10/2020-10-10/ (127.0.0.1) 38.59ms
[INFO][2020-10-30 09:24:03,375][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-09-21/2020-09-21/ (127.0.0.1) 6.90ms
[INFO][2020-10-30 09:24:03,381][web.py][line:2246] 200 GET /vs_gap_summary/11000010005748/2020-10-30/2020-10-30/ (127.0.0.1) 12.66ms
[INFO][2020-10-30 09:24:03,451][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002829&day=2020-09-25 (127.0.0.1) 82.00ms
[INFO][2020-10-30 09:24:03,456][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 87.36ms
[INFO][2020-10-30 09:24:03,469][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-19/2020-10-19/ (127.0.0.1) 11.26ms
[INFO][2020-10-30 09:24:03,475][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-10/2020-10-10/ (127.0.0.1) 16.78ms
[INFO][2020-10-30 09:24:03,480][web.py][line:2246] 200 GET /vs_gap_summary/11000010005748/2020-10-30/2020-10-30/ (127.0.0.1) 21.28ms
[INFO][2020-10-30 09:24:03,485][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-05/2020-10-05/ (127.0.0.1) 25.56ms
[INFO][2020-10-30 09:24:03,584][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000037&day=2020-10-16 (127.0.0.1) 124.12ms
[INFO][2020-10-30 09:24:03,598][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-20/2020-10-20/ (127.0.0.1) 137.39ms
[INFO][2020-10-30 09:24:03,610][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-05/2020-10-05/ (127.0.0.1) 10.31ms
[INFO][2020-10-30 09:24:03,624][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 24.42ms
[INFO][2020-10-30 09:24:03,647][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-01/2020-10-01/ (127.0.0.1) 46.39ms
[INFO][2020-10-30 09:24:03,659][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-09-25/2020-09-25/ (127.0.0.1) 58.25ms
[INFO][2020-10-30 09:24:03,693][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-20/2020-10-20/ (127.0.0.1) 33.20ms
[INFO][2020-10-30 09:24:03,731][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 69.85ms
[INFO][2020-10-30 09:24:03,903][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002831&day=2020-09-25 (127.0.0.1) 241.69ms
[INFO][2020-10-30 09:24:03,930][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-01/2020-10-01/ (127.0.0.1) 267.98ms
[INFO][2020-10-30 09:24:04,012][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000036&day=2020-10-16 (127.0.0.1) 349.76ms
[INFO][2020-10-30 09:24:04,021][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-09-25/2020-09-25/ (127.0.0.1) 7.75ms
[INFO][2020-10-30 09:24:04,029][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-03/2020-10-03/ (127.0.0.1) 15.35ms
[INFO][2020-10-30 09:24:04,038][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-25/2020-10-25/ (127.0.0.1) 23.58ms
[INFO][2020-10-30 09:24:04,053][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 38.60ms
[INFO][2020-10-30 09:24:04,061][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-03/2020-10-03/ (127.0.0.1) 45.96ms
[INFO][2020-10-30 09:24:04,063][web.py][line:2246] 304 GET /uncheckek_tasks/11000010004130/ (127.0.0.1) 47.48ms
[INFO][2020-10-30 09:24:04,076][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-10-03/2020-10-03/ (127.0.0.1) 12.36ms
[INFO][2020-10-30 09:24:04,083][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-25/2020-10-25/ (127.0.0.1) 18.90ms
[INFO][2020-10-30 09:24:04,091][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-29/2020-10-29/ (127.0.0.1) 26.04ms
[INFO][2020-10-30 09:24:04,099][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-03/2020-10-03/ (127.0.0.1) 34.57ms
[INFO][2020-10-30 09:24:04,183][web.py][line:2246] 200 GET /status_monitor/?channel=11000010015645&day=2020-10-16 (127.0.0.1) 82.84ms
[INFO][2020-10-30 09:24:04,280][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002832&day=2020-09-25 (127.0.0.1) 95.87ms
[INFO][2020-10-30 09:24:04,351][web.py][line:2246] 200 GET /status_monitor/?channel=11100010000887&day=2020-10-28 (127.0.0.1) 70.30ms
[INFO][2020-10-30 09:24:04,423][web.py][line:2246] 200 GET /status_monitor/?channel=11000010015519&day=2020-10-16 (127.0.0.1) 141.61ms
[INFO][2020-10-30 09:24:04,433][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-28/2020-10-28/ (127.0.0.1) 8.80ms
[INFO][2020-10-30 09:24:04,439][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-18/2020-09-18/ (127.0.0.1) 13.26ms
[INFO][2020-10-30 09:24:04,451][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-29/2020-10-29/ (127.0.0.1) 24.92ms
[INFO][2020-10-30 09:24:04,456][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 29.89ms
[INFO][2020-10-30 09:24:04,462][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-15/2020-10-15/ (127.0.0.1) 34.63ms
[INFO][2020-10-30 09:24:04,513][web.py][line:2246] 200 GET /summary_day/11100010000887/2020-10-28/ (127.0.0.1) 85.48ms
[INFO][2020-10-30 09:24:04,527][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-10-28/2020-10-28/ (127.0.0.1) 12.78ms
[INFO][2020-10-30 09:24:04,551][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-18/2020-09-18/ (127.0.0.1) 35.99ms
[INFO][2020-10-30 09:24:04,620][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002942&day=2020-09-25 (127.0.0.1) 105.09ms
[INFO][2020-10-30 09:24:05,013][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-29/2020-10-29/ (127.0.0.1) 497.17ms
[INFO][2020-10-30 09:24:05,074][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 558.27ms
[INFO][2020-10-30 09:24:05,078][web.py][line:2246] 200 POST /edit_confirm (127.0.0.1) 561.37ms
[INFO][2020-10-30 09:24:05,085][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-15/2020-10-15/ (127.0.0.1) 567.63ms
[INFO][2020-10-30 09:24:05,120][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-20/2020-09-20/ (127.0.0.1) 33.63ms
[INFO][2020-10-30 09:24:05,252][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-09-25/2020-09-25/ (127.0.0.1) 164.12ms
[INFO][2020-10-30 09:24:05,273][web.py][line:2246] 200 GET /vs_gap_summary/11000010007016/2020-10-30/2020-10-30/ (127.0.0.1) 185.16ms
[INFO][2020-10-30 09:24:05,359][web.py][line:2246] 200 GET /status_monitor/?channel=11000010007079&day=2020-10-16 (127.0.0.1) 270.57ms
[INFO][2020-10-30 09:24:05,451][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002943&day=2020-09-25 (127.0.0.1) 361.44ms
[INFO][2020-10-30 09:24:05,505][kafka_producer.py][line:31]  short_ad_192.168.0.157  {'channel': '11000010004130', 'start': 1603856428.029139, 'end': 1603856487.896193, 'uuid': '99c906e6-1a4e-11eb-a3fa-00163e084d98', 'edit_status': 2} send 
[INFO][2020-10-30 09:24:05,506][web.py][line:2246] 200 POST /add_view_result (127.0.0.1) 415.92ms
[INFO][2020-10-30 09:24:05,508][conn.py][line:378] <BrokerConnection node_id=bootstrap-0 host=192.168.0.152:9092 <connecting> [IPv4 ('192.168.0.152', 9092)]>: connecting to 192.168.0.152:9092 [('192.168.0.152', 9092) IPv4]
[INFO][2020-10-30 09:24:05,508][conn.py][line:1195] Probing node bootstrap-0 broker version
[INFO][2020-10-30 09:24:05,509][conn.py][line:407] <BrokerConnection node_id=bootstrap-0 host=192.168.0.152:9092 <connecting> [IPv4 ('192.168.0.152', 9092)]>: Connection complete.
[INFO][2020-10-30 09:24:05,522][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-09/2020-10-09/ (127.0.0.1) 430.91ms
[INFO][2020-10-30 09:24:05,569][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 45.62ms
[INFO][2020-10-30 09:24:05,623][conn.py][line:1257] Broker version identified as 1.0.0
[INFO][2020-10-30 09:24:05,623][conn.py][line:1259] Set configuration api_version=(1, 0, 0) to skip auto check_version requests on startup
[INFO][2020-10-30 09:24:05,641][web.py][line:2246] 200 GET /vs_gap_summary/11100010000853/2020-09-20/2020-09-20/ (127.0.0.1) 116.86ms
[INFO][2020-10-30 09:24:05,665][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-18/2020-10-18/ (127.0.0.1) 140.88ms
[INFO][2020-10-30 09:24:05,669][conn.py][line:378] <BrokerConnection node_id=1 host=192.168.0.152:9092 <connecting> [IPv4 ('192.168.0.152', 9092)]>: connecting to 192.168.0.152:9092 [('192.168.0.152', 9092) IPv4]
[INFO][2020-10-30 09:24:05,669][web.py][line:2246] 304 GET /uncheckek_tasks/11100010000325/ (127.0.0.1) 144.11ms
[INFO][2020-10-30 09:24:05,669][conn.py][line:407] <BrokerConnection node_id=1 host=192.168.0.152:9092 <connecting> [IPv4 ('192.168.0.152', 9092)]>: Connection complete.
[INFO][2020-10-30 09:24:05,670][conn.py][line:916] <BrokerConnection node_id=bootstrap-0 host=192.168.0.152:9092 <connected> [IPv4 ('192.168.0.152', 9092)]>: Closing connection. 
[INFO][2020-10-30 09:24:05,680][web.py][line:2246] 200 GET /vs_gap_summary/11200000407717/2020-09-25/2020-09-25/ (127.0.0.1) 154.29ms
[INFO][2020-10-30 09:24:05,686][web.py][line:2246] 200 GET /vs_gap_summary/11000010007016/2020-10-30/2020-10-30/ (127.0.0.1) 160.15ms
[INFO][2020-10-30 09:24:05,692][web.py][line:2246] 200 GET /channel_id_from_outer_to_innerhannel_id/11000010006967/1/ (127.0.0.1) 165.83ms
[INFO][2020-10-30 09:24:05,759][web.py][line:2246] 200 GET /summary_day/11000010015519/2020-10-16/ (127.0.0.1) 232.37ms
[INFO][2020-10-30 09:24:05,830][web.py][line:2246] 200 GET /status_monitor/?channel=11000010005960&day=2020-10-16 (127.0.0.1) 302.65ms
[INFO][2020-10-30 09:24:05,841][web.py][line:2246] 200 GET /vs_gap_summary/11000010008622/2020-10-09/2020-10-09/ (127.0.0.1) 10.11ms
[INFO][2020-10-30 09:24:05,846][web.py][line:2246] 200 GET /vs_gap_summary/11100010000199/2020-10-28/2020-10-28/ (127.0.0.1) 15.03ms
[INFO][2020-10-30 09:24:05,849][web.py][line:2246] 200 POST /get_err_before_edit (127.0.0.1) 17.15ms
[INFO][2020-10-30 09:24:05,942][web.py][line:2246] 200 GET /status_monitor/?channel=11000010002975&day=2020-09-25 (127.0.0.1) 110.09ms
[INFO][2020-10-30 09:24:05,949][web.py][line:2246] 200 GET /vs_gap_summary/11200000407718/2020-10-18/2020-10-18/ (127.0.0.1) 116.67ms
